"Gene name","Ensembl ID","Gene description","Contains canonical RBD","Pfam ID","Protein domains","Pfam Description"
"TUBA1C","ENSG00000167553","tubulin alpha 1c [Source:HGNC Symbol;Acc:HGNC:20768]",0,"PF03953|PF00091","Tubulin_C|Tubulin","Tubulin C-terminal domain|Tubulin/FtsZ family, GTPase domain"
"TUBA4A","ENSG00000127824","tubulin alpha 4a [Source:HGNC Symbol;Acc:HGNC:12407]",0,"PF03953|PF00091","Tubulin_C|Tubulin","Tubulin C-terminal domain|Tubulin/FtsZ family, GTPase domain"
"TUBB","ENSG00000183311|ENSG00000196230|ENSG00000224156|ENSG00000227739|ENSG00000229684|ENSG00000232421|ENSG00000232575|ENSG00000235067","tubulin beta class I [Source:HGNC Symbol;Acc:HGNC:20778]",0,"PF03953|PF00091","Tubulin_C|Tubulin","Tubulin C-terminal domain|Tubulin/FtsZ family, GTPase domain"
"TUBB4B","ENSG00000188229","tubulin beta 4B class IVb [Source:HGNC Symbol;Acc:HGNC:20771]",0,"PF03953|PF00091","Tubulin_C|Tubulin","Tubulin C-terminal domain|Tubulin/FtsZ family, GTPase domain"
"TUBB6","ENSG00000176014","tubulin beta 6 class V [Source:HGNC Symbol;Acc:HGNC:20776]",0,"PF00091|PF03953","Tubulin|Tubulin_C","Tubulin/FtsZ family, GTPase domain|Tubulin C-terminal domain"
"TUBG1","ENSG00000131462","tubulin gamma 1 [Source:HGNC Symbol;Acc:HGNC:12417]",0,"PF03953|PF00091","Tubulin_C|Tubulin","Tubulin C-terminal domain|Tubulin/FtsZ family, GTPase domain"
"TUBGCP2","ENSG00000130640","tubulin gamma complex associated protein 2 [Source:HGNC Symbol;Acc:HGNC:18599]",0,"PF04130","Spc97_Spc98","Spc97 / Spc98 family"
"TUBGCP3","ENSG00000126216|ENSG00000282003","tubulin gamma complex associated protein 3 [Source:HGNC Symbol;Acc:HGNC:18598]",0,"PF04130","Spc97_Spc98","Spc97 / Spc98 family"
"TUBGCP6","ENSG00000128159","tubulin gamma complex associated protein 6 [Source:HGNC Symbol;Acc:HGNC:18127]",0,"PF04130","Spc97_Spc98","Spc97 / Spc98 family"
"TUFM","ENSG00000178952","Tu translation elongation factor, mitochondrial [Source:HGNC Symbol;Acc:HGNC:12420]",1,"PF03144|PF03143|PF00009","GTP_EFTU_D2|GTP_EFTU_D3|GTP_EFTU","Elongation factor Tu domain 2|Elongation factor Tu C-terminal domain|Elongation factor Tu GTP binding domain"
"TUT1","ENSG00000149016","terminal uridylyl transferase 1, U6 snRNA-specific [Source:HGNC Symbol;Acc:HGNC:26184]",1,"PF00076|PF12874|PF03828","RRM_1|zf-met|PAP_assoc","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)|Zinc-finger of C2H2 type|Cid1 family poly A polymerase"
"TWF1","ENSG00000151239","twinfilin actin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9620]",0,"PF00241","Cofilin_ADF","Cofilin/tropomyosin-type actin-binding protein"
"TWF2","ENSG00000247596","twinfilin actin binding protein 2 [Source:HGNC Symbol;Acc:HGNC:9621]",0,"PF00241","Cofilin_ADF","Cofilin/tropomyosin-type actin-binding protein"
"TWISTNB","ENSG00000105849","TWIST neighbor [Source:HGNC Symbol;Acc:HGNC:18027]",0,"PF03876","SHS2_Rpb7-N","SHS2 domain found in N terminus of Rpb7p/Rpc25p/MJ0397"
"TXLNA","ENSG00000084652","taxilin alpha [Source:HGNC Symbol;Acc:HGNC:30685]",0,"PF09728",NA,NA
"TXLNG","ENSG00000086712","taxilin gamma [Source:HGNC Symbol;Acc:HGNC:18578]",0,"PF09728",NA,NA
"TXN","ENSG00000136810","thioredoxin [Source:HGNC Symbol;Acc:HGNC:12435]",0,"PF00085","Thioredoxin","Thioredoxin"
"TXNDC5","ENSG00000239264","thioredoxin domain containing 5 [Source:HGNC Symbol;Acc:HGNC:21073]",0,"PF00085","Thioredoxin","Thioredoxin"
"TXNL1","ENSG00000091164","thioredoxin like 1 [Source:HGNC Symbol;Acc:HGNC:12436]",0,"PF00085|PF06201","Thioredoxin|PITH","Thioredoxin|PITH domain"
"TXNL4A","ENSG00000141759","thioredoxin like 4A [Source:HGNC Symbol;Acc:HGNC:30551]",0,"PF02966","DIM1","Mitosis protein DIM1"
"TXNL4B","ENSG00000140830","thioredoxin like 4B [Source:HGNC Symbol;Acc:HGNC:26041]",0,"PF02966","DIM1","Mitosis protein DIM1"
"TXNRD1","ENSG00000198431","thioredoxin reductase 1 [Source:HGNC Symbol;Acc:HGNC:12437]",0,"PF00462|PF02852|PF07992|PF00890","Glutaredoxin|Pyr_redox_dim|Pyr_redox_2|FAD_binding_2","Glutaredoxin|Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain|Pyridine nucleotide-disulphide oxidoreductase|FAD binding domain"
"TYMS","ENSG00000176890","thymidylate synthetase [Source:HGNC Symbol;Acc:HGNC:12441]",0,"PF00303","Thymidylat_synt","Thymidylate synthase"
"TYW1","ENSG00000198874","tRNA-yW synthesizing protein 1 homolog [Source:HGNC Symbol;Acc:HGNC:25598]",0,"PF08608|PF04055|PF00258","Wyosine_form|Radical_SAM|Flavodoxin_1","Wyosine base formation|Radical SAM superfamily|Flavodoxin"
"TYW3","ENSG00000162623","tRNA-yW synthesizing protein 3 homolog [Source:HGNC Symbol;Acc:HGNC:24757]",0,"PF02676","TYW3","Methyltransferase TYW3"
"TYW5","ENSG00000162971","tRNA-yW synthesizing protein 5 [Source:HGNC Symbol;Acc:HGNC:26754]",0,"PF13621","Cupin_8","Cupin-like domain"
"U2AF1","ENSG00000160201","U2 small nuclear RNA auxiliary factor 1 [Source:HGNC Symbol;Acc:HGNC:12453]",1,"PF00642|PF00076","zf-CCCH|RRM_1","Zinc finger C-x8-C-x5-C-x3-H type (and similar)|RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"U2AF1L4","ENSG00000161265","U2 small nuclear RNA auxiliary factor 1 like 4 [Source:HGNC Symbol;Acc:HGNC:23020]",1,"PF00076|PF00642","RRM_1|zf-CCCH","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)|Zinc finger C-x8-C-x5-C-x3-H type (and similar)"
"U2AF2","ENSG00000063244","U2 small nuclear RNA auxiliary factor 2 [Source:HGNC Symbol;Acc:HGNC:23156]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"U2SURP","ENSG00000163714","U2 snRNP associated SURP domain containing [Source:HGNC Symbol;Acc:HGNC:30855]",1,"PF00076|PF08312|PF01805","RRM_1|cwf21|Surp","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)|cwf21 domain|Surp module"
"UBA1","ENSG00000130985","ubiquitin like modifier activating enzyme 1 [Source:HGNC Symbol;Acc:HGNC:12469]",0,"PF10585|PF16191|PF09358|PF16190|PF00899","UBA_e1_thiolCys|E1_4HB|E1_UFD|E1_FCCH|ThiF","Ubiquitin-activating enzyme active site|Ubiquitin-activating enzyme E1 four-helix bundle|Ubiquitin fold domain|Ubiquitin-activating enzyme E1 FCCH domain|ThiF family"
"UBA2","ENSG00000126261","ubiquitin like modifier activating enzyme 2 [Source:HGNC Symbol;Acc:HGNC:30661]",0,"PF00899|PF16195|PF14732|PF10585","ThiF|UBA2_C|UAE_UbL|UBA_e1_thiolCys","ThiF family|SUMO-activating enzyme subunit 2 C-terminus|Ubiquitin/SUMO-activating enzyme ubiquitin-like domain|Ubiquitin-activating enzyme active site"
"UBA3","ENSG00000144744","ubiquitin like modifier activating enzyme 3 [Source:HGNC Symbol;Acc:HGNC:12470]",0,"PF08825|PF00899","E2_bind|ThiF","E2 binding domain|ThiF family"
"UBA52","ENSG00000221983","ubiquitin A-52 residue ribosomal protein fusion product 1 [Source:HGNC Symbol;Acc:HGNC:12458]",0,"PF00240|PF01020","ubiquitin|Ribosomal_L40e","Ubiquitin family|Ribosomal L40e family"
"UBA6","ENSG00000033178","ubiquitin like modifier activating enzyme 6 [Source:HGNC Symbol;Acc:HGNC:25581]",0,"PF16190|PF16191|PF10585|PF00899|PF09358","E1_FCCH|E1_4HB|UBA_e1_thiolCys|ThiF|E1_UFD","Ubiquitin-activating enzyme E1 FCCH domain|Ubiquitin-activating enzyme E1 four-helix bundle|Ubiquitin-activating enzyme active site|ThiF family|Ubiquitin fold domain"
"UBAP2","ENSG00000137073","ubiquitin associated protein 2 [Source:HGNC Symbol;Acc:HGNC:14185]",0,"PF12478|PF14555","UBA_4","UBA-like domain"
"UBAP2L","ENSG00000143569","ubiquitin associated protein 2 like [Source:HGNC Symbol;Acc:HGNC:29877]",0,"PF12478|PF14555","UBA_4","UBA-like domain"
"UBE2C","ENSG00000175063","ubiquitin conjugating enzyme E2 C [Source:HGNC Symbol;Acc:HGNC:15937]",0,"PF00179","UQ_con","Ubiquitin-conjugating enzyme"
"UBE2D3","ENSG00000109332","ubiquitin conjugating enzyme E2 D3 [Source:HGNC Symbol;Acc:HGNC:12476]",0,"PF00179","UQ_con","Ubiquitin-conjugating enzyme"
"UBE2I","ENSG00000103275","ubiquitin conjugating enzyme E2 I [Source:HGNC Symbol;Acc:HGNC:12485]",0,"PF00179","UQ_con","Ubiquitin-conjugating enzyme"
"UBE2L3","ENSG00000185651","ubiquitin conjugating enzyme E2 L3 [Source:HGNC Symbol;Acc:HGNC:12488]",0,"PF00179","UQ_con","Ubiquitin-conjugating enzyme"
"UBE2M","ENSG00000130725","ubiquitin conjugating enzyme E2 M [Source:HGNC Symbol;Acc:HGNC:12491]",0,"PF00179","UQ_con","Ubiquitin-conjugating enzyme"
"UBE2N","ENSG00000177889","ubiquitin conjugating enzyme E2 N [Source:HGNC Symbol;Acc:HGNC:12492]",0,"PF00179","UQ_con","Ubiquitin-conjugating enzyme"
"UBE2O","ENSG00000175931","ubiquitin conjugating enzyme E2 O [Source:HGNC Symbol;Acc:HGNC:29554]",0,"PF00179","UQ_con","Ubiquitin-conjugating enzyme"
"UBE2S","ENSG00000108106","ubiquitin conjugating enzyme E2 S [Source:HGNC Symbol;Acc:HGNC:17895]",0,"PF00179","UQ_con","Ubiquitin-conjugating enzyme"
"UBE2T","ENSG00000077152","ubiquitin conjugating enzyme E2 T [Source:HGNC Symbol;Acc:HGNC:25009]",0,"PF00179","UQ_con","Ubiquitin-conjugating enzyme"
"UBE3A","ENSG00000114062","ubiquitin protein ligase E3A [Source:HGNC Symbol;Acc:HGNC:12496]",0,"PF00632|PF16558","HECT|AZUL","HECT-domain (ubiquitin-transferase)|Amino-terminal Zinc-binding domain of ubiquitin ligase E3A"
"UBE3C","ENSG00000009335","ubiquitin protein ligase E3C [Source:HGNC Symbol;Acc:HGNC:16803]",0,"PF00632","HECT","HECT-domain (ubiquitin-transferase)"
"UBE4A","ENSG00000110344","ubiquitination factor E4A [Source:HGNC Symbol;Acc:HGNC:12499]",0,"PF10408|PF04564","Ufd2P_core|U-box","Ubiquitin elongating factor core|U-box domain"
"UBE4B","ENSG00000130939","ubiquitination factor E4B [Source:HGNC Symbol;Acc:HGNC:12500]",0,"PF04564|PF10408","U-box|Ufd2P_core","U-box domain|Ubiquitin elongating factor core"
"UBFD1","ENSG00000103353","ubiquitin family domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30565]",0,"PF00240","ubiquitin","Ubiquitin family"
"UBLCP1","ENSG00000164332","ubiquitin like domain containing CTD phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:28110]",0,"PF00240|PF03031","ubiquitin|NIF","Ubiquitin family|NLI interacting factor-like phosphatase"
"UBQLN1","ENSG00000135018","ubiquilin 1 [Source:HGNC Symbol;Acc:HGNC:12508]",0,"PF00240|PF00627","ubiquitin|UBA","Ubiquitin family|UBA/TS-N domain"
"UBR1","ENSG00000159459","ubiquitin protein ligase E3 component n-recognin 1 [Source:HGNC Symbol;Acc:HGNC:16808]",0,"PF02207|PF02617","zf-UBR|ClpS","Putative zinc finger in N-recognin (UBR box)|ATP-dependent Clp protease adaptor protein ClpS"
"UBR2","ENSG00000024048","ubiquitin protein ligase E3 component n-recognin 2 [Source:HGNC Symbol;Acc:HGNC:21289]",0,"PF02207|PF02617","zf-UBR|ClpS","Putative zinc finger in N-recognin (UBR box)|ATP-dependent Clp protease adaptor protein ClpS"
"UBR4","ENSG00000127481","ubiquitin protein ligase E3 component n-recognin 4 [Source:HGNC Symbol;Acc:HGNC:30313]",0,"PF13764|PF02207","zf-UBR","Putative zinc finger in N-recognin (UBR box)"
"UBR5","ENSG00000104517","ubiquitin protein ligase E3 component n-recognin 5 [Source:HGNC Symbol;Acc:HGNC:16806]",1,"PF00632|PF11547|PF00658","HECT|E3_UbLigase_EDD|PABP","HECT-domain (ubiquitin-transferase)|E3 ubiquitin ligase EDD|Poly-adenylate binding protein, unique domain"
"UBTF","ENSG00000108312","upstream binding transcription factor, RNA polymerase I [Source:HGNC Symbol;Acc:HGNC:12511]",0,"PF09011|PF14887|PF00505","HMG_box_2|HMG_box_5|HMG_box","HMG-box domain|HMG (high mobility group) box 5|HMG (high mobility group) box"
"UBXN1","ENSG00000162191","UBX domain protein 1 [Source:HGNC Symbol;Acc:HGNC:18402]",0,"PF00627|PF00789","UBA|UBX","UBA/TS-N domain|UBX domain"
"UCHL5","ENSG00000116750","ubiquitin C-terminal hydrolase L5 [Source:HGNC Symbol;Acc:HGNC:19678]",0,"PF01088","Peptidase_C12","Ubiquitin carboxyl-terminal hydrolase, family 1"
"UFL1","ENSG00000014123","UFM1 specific ligase 1 [Source:HGNC Symbol;Acc:HGNC:23039]",0,"PF09743",NA,NA
"UGDH","ENSG00000109814","UDP-glucose 6-dehydrogenase [Source:HGNC Symbol;Acc:HGNC:12525]",0,"PF00984|PF03720|PF03721","UDPG_MGDP_dh|UDPG_MGDP_dh_C|UDPG_MGDP_dh_N","UDP-glucose/GDP-mannose dehydrogenase family, central domain|UDP-glucose/GDP-mannose dehydrogenase family, UDP binding domain|UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain"
"UGGT1","ENSG00000136731","UDP-glucose glycoprotein glucosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:15663]",0,"PF06427","UDP-g_GGTase","UDP-glucose:Glycoprotein Glucosyltransferase"
"UGP2","ENSG00000169764","UDP-glucose pyrophosphorylase 2 [Source:HGNC Symbol;Acc:HGNC:12527]",0,"PF01704","UDPGP","UTP--glucose-1-phosphate uridylyltransferase"
"UHMK1","ENSG00000152332","U2AF homology motif kinase 1 [Source:HGNC Symbol;Acc:HGNC:19683]",1,"PF00076|PF00069","RRM_1|Pkinase","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)|Protein kinase domain"
"UHRF1","ENSG00000276043","ubiquitin like with PHD and ring finger domains 1 [Source:HGNC Symbol;Acc:HGNC:12556]",0,"PF12148|PF00628|PF02182|PF00240","TTD|PHD|SAD_SRA|ubiquitin","Tandem tudor domain within UHRF1|PHD-finger|SAD/SRA domain|Ubiquitin family"
"UMPS","ENSG00000114491","uridine monophosphate synthetase [Source:HGNC Symbol;Acc:HGNC:12563]",0,"PF00215|PF00156","OMPdecase|Pribosyltran","Orotidine 5'-phosphate decarboxylase / HUMPS family|Phosphoribosyl transferase domain"
"UNC45A","ENSG00000140553","unc-45 myosin chaperone A [Source:HGNC Symbol;Acc:HGNC:30594]",0,"PF11701|PF13432|PF13181","UNC45-central|TPR_16|TPR_8","Myosin-binding striated muscle assembly central|Tetratricopeptide repeat"
"UNK","ENSG00000132478","unkempt family zinc finger [Source:HGNC Symbol;Acc:HGNC:29369]",1,"PF00642","zf-CCCH","Zinc finger C-x8-C-x5-C-x3-H type (and similar)"
"UNKL","ENSG00000059145","unkempt family like zinc finger [Source:HGNC Symbol;Acc:HGNC:14184]",1,"PF13920|PF00642","zf-C3HC4_3|zf-CCCH","Zinc finger, C3HC4 type (RING finger)|Zinc finger C-x8-C-x5-C-x3-H type (and similar)"
"UPF1","ENSG00000005007","UPF1, RNA helicase and ATPase [Source:HGNC Symbol;Acc:HGNC:9962]",1,"PF13245|PF13087|PF13086|PF09416","AAA_19|AAA_12|AAA_11|UPF1_Zn_bind","Part of AAA domain|AAA domain|RNA helicase (UPF2 interacting domain)"
"UPF2","ENSG00000151461","UPF2 regulator of nonsense transcripts homolog (yeast) [Source:HGNC Symbol;Acc:HGNC:17854]",1,"PF04050|PF02854","Upf2|MIF4G","Up-frameshift suppressor 2|MIF4G domain"
"UPF3A","ENSG00000169062","UPF3 regulator of nonsense transcripts homolog A (yeast) [Source:HGNC Symbol;Acc:HGNC:20332]",0,"PF03467","Smg4_UPF3","Smg-4/UPF3 family"
"UPF3B","ENSG00000125351","UPF3 regulator of nonsense transcripts homolog B (yeast) [Source:HGNC Symbol;Acc:HGNC:20439]",0,"PF03467","Smg4_UPF3","Smg-4/UPF3 family"
"UQCRC1","ENSG00000010256","ubiquinol-cytochrome c reductase core protein I [Source:HGNC Symbol;Acc:HGNC:12585]",0,"PF00675|PF05193","Peptidase_M16|Peptidase_M16_C","Insulinase (Peptidase family M16)|Peptidase M16 inactive domain"
"UQCRC2","ENSG00000140740","ubiquinol-cytochrome c reductase core protein II [Source:HGNC Symbol;Acc:HGNC:12586]",0,"PF00675|PF05193","Peptidase_M16|Peptidase_M16_C","Insulinase (Peptidase family M16)|Peptidase M16 inactive domain"
"URB1","ENSG00000142207","URB1 ribosome biogenesis 1 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:17344]",0,"PF11707|PF16201","Npa1","Ribosome 60S biogenesis N-terminal"
"URB2","ENSG00000135763","URB2 ribosome biogenesis 2 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:28967]",0,"PF10441",NA,NA
"URM1","ENSG00000167118","ubiquitin related modifier 1 [Source:HGNC Symbol;Acc:HGNC:28378]",0,"PF09138","Urm1","Urm1 (Ubiquitin related modifier)"
"USB1","ENSG00000103005","U6 snRNA biogenesis phosphodiesterase 1 [Source:HGNC Symbol;Acc:HGNC:25792]",0,"PF09749","HVSL","Uncharacterised conserved protein"
"USO1","ENSG00000138768","USO1 vesicle transport factor [Source:HGNC Symbol;Acc:HGNC:30904]",0,"PF04871|PF04869","Uso1_p115_head","Uso1 / p115 like vesicle tethering protein, head region"
"USP10","ENSG00000103194","ubiquitin specific peptidase 10 [Source:HGNC Symbol;Acc:HGNC:12608]",0,"PF00443|PF07145","UCH|PAM2","Ubiquitin carboxyl-terminal hydrolase|Ataxin-2 C-terminal region"
"USP14","ENSG00000101557","ubiquitin specific peptidase 14 [Source:HGNC Symbol;Acc:HGNC:12612]",0,"PF00443","UCH","Ubiquitin carboxyl-terminal hydrolase"
"USP15","ENSG00000135655","ubiquitin specific peptidase 15 [Source:HGNC Symbol;Acc:HGNC:12613]",0,"PF14836|PF00443|PF06337|PF14533","Ubiquitin_3|UCH|DUSP|USP7_C2","Ubiquitin-like domain|Ubiquitin carboxyl-terminal hydrolase|DUSP domain|Ubiquitin-specific protease C-terminal"
"USP16","ENSG00000156256","ubiquitin specific peptidase 16 [Source:HGNC Symbol;Acc:HGNC:12614]",0,"PF02148|PF00443","zf-UBP|UCH","Zn-finger in ubiquitin-hydrolases and other protein|Ubiquitin carboxyl-terminal hydrolase"
"USP24","ENSG00000162402","ubiquitin specific peptidase 24 [Source:HGNC Symbol;Acc:HGNC:12623]",0,"PF00443","UCH","Ubiquitin carboxyl-terminal hydrolase"
"USP34","ENSG00000115464","ubiquitin specific peptidase 34 [Source:HGNC Symbol;Acc:HGNC:20066]",0,"PF00443","UCH","Ubiquitin carboxyl-terminal hydrolase"
"USP36","ENSG00000055483","ubiquitin specific peptidase 36 [Source:HGNC Symbol;Acc:HGNC:20062]",0,"PF00443","UCH","Ubiquitin carboxyl-terminal hydrolase"
"USP39","ENSG00000168883","ubiquitin specific peptidase 39 [Source:HGNC Symbol;Acc:HGNC:20071]",0,"PF02148|PF00443","zf-UBP|UCH","Zn-finger in ubiquitin-hydrolases and other protein|Ubiquitin carboxyl-terminal hydrolase"
"USP42","ENSG00000106346","ubiquitin specific peptidase 42 [Source:HGNC Symbol;Acc:HGNC:20068]",0,"PF00443","UCH","Ubiquitin carboxyl-terminal hydrolase"
"USP5","ENSG00000111667","ubiquitin specific peptidase 5 [Source:HGNC Symbol;Acc:HGNC:12628]",0,"PF02148|PF00627|PF00443","zf-UBP|UBA|UCH","Zn-finger in ubiquitin-hydrolases and other protein|UBA/TS-N domain|Ubiquitin carboxyl-terminal hydrolase"
"USP7","ENSG00000187555","ubiquitin specific peptidase 7 [Source:HGNC Symbol;Acc:HGNC:12630]",0,"PF14533|PF00917|PF12436|PF00443","USP7_C2|MATH|USP7_ICP0_bdg|UCH","Ubiquitin-specific protease C-terminal|MATH domain|ICP0-binding domain of Ubiquitin-specific protease 7|Ubiquitin carboxyl-terminal hydrolase"
"USP8","ENSG00000138592","ubiquitin specific peptidase 8 [Source:HGNC Symbol;Acc:HGNC:12631]",0,"PF08969|PF00581|PF00443","USP8_dimer|Rhodanese|UCH","USP8 dimerisation domain|Rhodanese-like domain|Ubiquitin carboxyl-terminal hydrolase"
"USP9X","ENSG00000124486","ubiquitin specific peptidase 9, X-linked [Source:HGNC Symbol;Acc:HGNC:12632]",0,"PF00443","UCH","Ubiquitin carboxyl-terminal hydrolase"
"UTP11","ENSG00000183520","UTP11, small subunit processome component homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:24329]",0,"PF03998",NA,NA
"UTP14A","ENSG00000156697","UTP14A small subunit processome component [Source:HGNC Symbol;Acc:HGNC:10665]",0,"PF04615",NA,NA
"UTP14C","ENSG00000253797","UTP14, small subunit processome component homolog C (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:20321]",0,"PF04615",NA,NA
"UTP15","ENSG00000164338","UTP15, small subunit processome component [Source:HGNC Symbol;Acc:HGNC:25758]",1,"PF00400|PF09384","WD40","WD domain, G-beta repeat"
"UTP18","ENSG00000011260","UTP18, small subunit processome component [Source:HGNC Symbol;Acc:HGNC:24274]",1,"PF00400","WD40","WD domain, G-beta repeat"
"UTP20","ENSG00000120800","UTP20, small subunit processome component [Source:HGNC Symbol;Acc:HGNC:17897]",0,"PF07539",NA,NA
"UTP23","ENSG00000147679","UTP23, small subunit processome component [Source:HGNC Symbol;Acc:HGNC:28224]",0,"PF04900","Fcf1","Fcf1"
"UTP3","ENSG00000132467","UTP3, small subunit processome component homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:24477]",0,"PF04000|PF09368","Sas10_Utp3","Sas10/Utp3/C1D family"
"UTP4","ENSG00000141076|ENSG00000262788","UTP4, small subunit processome component [Source:HGNC Symbol;Acc:HGNC:1983]",1,"PF00400|PF12894","WD40|ANAPC4_WD40","WD domain, G-beta repeat|Anaphase-promoting complex subunit 4 WD40 domain"
"UTP6","ENSG00000108651","UTP6, small subunit processome component [Source:HGNC Symbol;Acc:HGNC:18279]",0,"PF08640",NA,NA
"UTRN","ENSG00000152818","utrophin [Source:HGNC Symbol;Acc:HGNC:12635]",0,"PF09069|PF00569|PF09068|PF00435|PF00307|PF00397","EF-hand_3|ZZ|EF-hand_2|Spectrin|CH|WW","EF-hand|Zinc finger, ZZ type|EF hand|Spectrin repeat|Calponin homology (CH) domain|WW domain"
"VAC14","ENSG00000103043","Vac14, PIKFYVE complex component [Source:HGNC Symbol;Acc:HGNC:25507]",0,"PF12755|PF11916",NA,NA
"VAMP7","ENSG00000124333","vesicle associated membrane protein 7 [Source:HGNC Symbol;Acc:HGNC:11486]",0,"PF13774|PF00957","Longin|Synaptobrevin","Regulated-SNARE-like domain|Synaptobrevin"
"VAPA","ENSG00000101558","VAMP associated protein A [Source:HGNC Symbol;Acc:HGNC:12648]",0,"PF00635","Motile_Sperm","MSP (Major sperm protein) domain"
"VAPB","ENSG00000124164","VAMP associated protein B and C [Source:HGNC Symbol;Acc:HGNC:12649]",0,"PF00635","Motile_Sperm","MSP (Major sperm protein) domain"
"VARS","ENSG00000096171|ENSG00000204394|ENSG00000224264|ENSG00000226589|ENSG00000227686|ENSG00000231116|ENSG00000231945","valyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:12651]",0,"PF00043|PF08264|PF00133","GST_C|Anticodon_1|tRNA-synt_1","Glutathione S-transferase, C-terminal domain|Anticodon-binding domain of tRNA|tRNA synthetases class I (I, L, M and V)"
"VARS2","ENSG00000137411|ENSG00000206476|ENSG00000223494|ENSG00000230985|ENSG00000234032|ENSG00000236178","valyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:21642]",0,"PF00133|PF08264","tRNA-synt_1|Anticodon_1","tRNA synthetases class I (I, L, M and V)|Anticodon-binding domain of tRNA"
"VASP","ENSG00000125753","vasodilator-stimulated phosphoprotein [Source:HGNC Symbol;Acc:HGNC:12652]",0,"PF00568|PF08776","WH1|VASP_tetra","WH1 domain|VASP tetramerisation domain"
"VAT1","ENSG00000108828","vesicle amine transport 1 [Source:HGNC Symbol;Acc:HGNC:16919]",0,"PF08240|PF00107|PF13602","ADH_N|ADH_zinc_N|ADH_zinc_N_2","Alcohol dehydrogenase GroES-like domain|Zinc-binding dehydrogenase"
"VCL","ENSG00000035403","vinculin [Source:HGNC Symbol;Acc:HGNC:12665]",0,"PF01044","Vinculin","Vinculin family"
"VCP","ENSG00000165280","valosin containing protein [Source:HGNC Symbol;Acc:HGNC:12666]",0,"PF02933|PF00004|PF02359|PF09336","CDC48_2|AAA|CDC48_N|Vps4_C","Cell division protein 48 (CDC48), domain 2|ATPase family associated with various cellular activities (AAA)|Cell division protein 48 (CDC48), N-terminal domain|Vps4 C terminal oligomerisation domain"
"VCPIP1","ENSG00000175073","valosin containing protein interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:30897]",0,"PF02338","OTU","OTU-like cysteine protease"
"VDAC1","ENSG00000213585","voltage dependent anion channel 1 [Source:HGNC Symbol;Acc:HGNC:12669]",0,"PF01459","Porin_3","Eukaryotic porin"
"VDAC2","ENSG00000165637","voltage dependent anion channel 2 [Source:HGNC Symbol;Acc:HGNC:12672]",0,"PF01459","Porin_3","Eukaryotic porin"
"VDAC3","ENSG00000078668","voltage dependent anion channel 3 [Source:HGNC Symbol;Acc:HGNC:12674]",0,"PF01459","Porin_3","Eukaryotic porin"
"VIL1","ENSG00000127831","villin 1 [Source:HGNC Symbol;Acc:HGNC:12690]",0,"PF02209|PF00626","VHP|Gelsolin","Villin headpiece domain|Gelsolin repeat"
"VIM","ENSG00000026025","vimentin [Source:HGNC Symbol;Acc:HGNC:12692]",0,"PF04732|PF00038","Filament","Intermediate filament protein"
"VPS13C","ENSG00000129003","vacuolar protein sorting 13 homolog C [Source:HGNC Symbol;Acc:HGNC:23594]",0,"PF16909|PF16908|PF09333|PF12624|PF16910|PF06650",NA,NA
"VPS16","ENSG00000215305","VPS16, CORVET/HOPS core subunit [Source:HGNC Symbol;Acc:HGNC:14584]",0,"PF04841|PF04840","Vps16_C","Vps16, C-terminal region"
"VPS18","ENSG00000104142","VPS18, CORVET/HOPS core subunit [Source:HGNC Symbol;Acc:HGNC:15972]",0,"PF00637|PF05131","Clathrin|Pep3_Vps18","Region in Clathrin and VPS|Pep3/Vps18/deep orange family"
"VPS26A","ENSG00000122958","VPS26, retromer complex component A [Source:HGNC Symbol;Acc:HGNC:12711]",0,"PF03643","Vps26","Vacuolar protein sorting-associated protein 26"
"VPS29","ENSG00000111237","VPS29, retromer complex component [Source:HGNC Symbol;Acc:HGNC:14340]",0,"PF12850","Metallophos_2","Calcineurin-like phosphoesterase superfamily domain"
"VPS35","ENSG00000069329","VPS35, retromer complex component [Source:HGNC Symbol;Acc:HGNC:13487]",0,"PF03635","Vps35","Vacuolar protein sorting-associated protein 35"
