"Gene name","Ensembl ID","Gene description","Contains canonical RBD","Pfam ID","Protein domains","Pfam Description"
"MORF4L1","ENSG00000185787","mortality factor 4 like 1 [Source:HGNC Symbol;Acc:HGNC:16989]",1,"PF11717|PF05712","Tudor-knot|MRG","RNA binding activity-knot of a chromodomain|MRG"
"MRM1","ENSG00000274853|ENSG00000278619","mitochondrial rRNA methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:26202]",1,"PF00588|PF08032","SpoU_methylase|SpoU_sub_bind","SpoU rRNA Methylase family|RNA 2'-O ribose methyltransferase substrate binding"
"MRM2","ENSG00000122687","mitochondrial rRNA methyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:16352]",1,"PF01728","FtsJ","FtsJ-like methyltransferase"
"MRPL11","ENSG00000174547","mitochondrial ribosomal protein L11 [Source:HGNC Symbol;Acc:HGNC:14042]",1,"PF00298|PF03946","Ribosomal_L11|Ribosomal_L11_N","Ribosomal protein L11, RNA binding domain|Ribosomal protein L11, N-terminal domain"
"MRPL2","ENSG00000112651","mitochondrial ribosomal protein L2 [Source:HGNC Symbol;Acc:HGNC:14056]",1,"PF03947|PF00181","Ribosomal_L2_C|Ribosomal_L2","Ribosomal Proteins L2, C-terminal domain|Ribosomal Proteins L2, RNA binding domain"
"MSI1","ENSG00000135097","musashi RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:7330]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"MSI2","ENSG00000153944","musashi RNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:18585]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"MSL3","ENSG00000005302","male-specific lethal 3 homolog (Drosophila) [Source:HGNC Symbol;Acc:HGNC:7370]",1,"PF11717|PF05712","Tudor-knot|MRG","RNA binding activity-knot of a chromodomain|MRG"
"MTG1","ENSG00000148824","mitochondrial ribosome associated GTPase 1 [Source:HGNC Symbol;Acc:HGNC:32159]",1,"PF01926","MMR_HSR1","50S ribosome-binding GTPase"
"MTG2","ENSG00000101181","mitochondrial ribosome associated GTPase 2 [Source:HGNC Symbol;Acc:HGNC:16239]",1,"PF01018|PF01926","GTP1_OBG|MMR_HSR1","GTP1/OBG|50S ribosome-binding GTPase"
"MTHFSD","ENSG00000103248","methenyltetrahydrofolate synthetase domain containing [Source:HGNC Symbol;Acc:HGNC:25778]",1,"PF01812|PF00076","5-FTHF_cyc-lig|RRM_1","5-formyltetrahydrofolate cyclo-ligase family|RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"MTIF2","ENSG00000085760","mitochondrial translational initiation factor 2 [Source:HGNC Symbol;Acc:HGNC:7441]",1,"PF00009|PF11987","GTP_EFTU|IF-2","Elongation factor Tu GTP binding domain|Translation-initiation factor 2"
"MTPAP","ENSG00000107951","mitochondrial poly(A) polymerase [Source:HGNC Symbol;Acc:HGNC:25532]",1,"PF03828","PAP_assoc","Cid1 family poly A polymerase"
"MYEF2","ENSG00000104177","myelin expression factor 2 [Source:HGNC Symbol;Acc:HGNC:17940]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"NAA38","ENSG00000183011","N(alpha)-acetyltransferase 38, NatC auxiliary subunit [Source:HGNC Symbol;Acc:HGNC:28212]",1,"PF01423","LSM","LSM domain"
"NAF1","ENSG00000145414","nuclear assembly factor 1 ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:25126]",1,"PF04410","Gar1","Gar1/Naf1 RNA binding region"
"NANOS1","ENSG00000188613","nanos C2HC-type zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:23044]",1,"PF05741","zf-nanos","Nanos RNA binding domain"
"NANOS2","ENSG00000188425","nanos C2HC-type zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:23292]",1,"PF05741","zf-nanos","Nanos RNA binding domain"
"NANOS3","ENSG00000187556","nanos C2HC-type zinc finger 3 [Source:HGNC Symbol;Acc:HGNC:22048]",1,"PF05741","zf-nanos","Nanos RNA binding domain"
"NARS","ENSG00000134440","asparaginyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:7643]",1,"PF01336|PF00152","tRNA_anti-codon|tRNA-synt_2","OB-fold nucleic acid binding domain|tRNA synthetases class II (D, K and N)"
"NARS2","ENSG00000137513","asparaginyl-tRNA synthetase 2, mitochondrial (putative) [Source:HGNC Symbol;Acc:HGNC:26274]",1,"PF01336|PF00152","tRNA_anti-codon|tRNA-synt_2","OB-fold nucleic acid binding domain|tRNA synthetases class II (D, K and N)"
"NAT10","ENSG00000135372","N-acetyltransferase 10 [Source:HGNC Symbol;Acc:HGNC:29830]",1,"PF13725|PF08351|PF13718|PF05127","tRNA_bind_2|DUF1726|GNAT_acetyltr_2|Helicase_RecD","Possible tRNA binding domain|Domain of unknown function (DUF1726)|GNAT acetyltransferase 2|Helicase"
"NCBP1","ENSG00000136937","nuclear cap binding protein subunit 1 [Source:HGNC Symbol;Acc:HGNC:7658]",1,"PF09088|PF09090|PF02854","MIF4G_like|MIF4G_like_2|MIF4G","MIF4G like|MIF4G domain"
"NCBP2","ENSG00000114503","nuclear cap binding protein subunit 2 [Source:HGNC Symbol;Acc:HGNC:7659]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"NCBP2L","ENSG00000170935","nuclear cap binding protein subunit 2-like [Source:HGNC Symbol;Acc:HGNC:31795]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"NCL","ENSG00000115053","nucleolin [Source:HGNC Symbol;Acc:HGNC:7667]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"NELFE","ENSG00000204356|ENSG00000206268|ENSG00000206357|ENSG00000229363|ENSG00000231044|ENSG00000233801","negative elongation factor complex member E [Source:HGNC Symbol;Acc:HGNC:13974]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"NFX1","ENSG00000086102","nuclear transcription factor, X-box binding 1 [Source:HGNC Symbol;Acc:HGNC:7803]",1,"PF01424|PF01422","R3H","R3H domain"
"NIFK","ENSG00000155438","nucleolar protein interacting with the FHA domain of MKI67 [Source:HGNC Symbol;Acc:HGNC:17838]",1,"PF12196|PF00076","hNIFK_binding|RRM_1","FHA Ki67 binding domain of hNIFK|RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"NKRF","ENSG00000186416","NFKB repressing factor [Source:HGNC Symbol;Acc:HGNC:19374]",1,"PF01424|PF01585","R3H","R3H domain"
"NLE1","ENSG00000073536","notchless homolog 1 [Source:HGNC Symbol;Acc:HGNC:19889]",1,"PF00400|PF08154","WD40|NLE","WD domain, G-beta repeat|NLE (NUC135) domain"
"NOA1","ENSG00000084092","nitric oxide associated 1 [Source:HGNC Symbol;Acc:HGNC:28473]",1,"PF01926","MMR_HSR1","50S ribosome-binding GTPase"
"NOB1","ENSG00000141101","NIN1/PSMD8 binding protein 1 homolog [Source:HGNC Symbol;Acc:HGNC:29540]",1,"PF08772|PF17146|PF15017","NOB1_Zn_bind","Nin one binding (NOB1) Zn-ribbon like"
"NOL8","ENSG00000198000","nucleolar protein 8 [Source:HGNC Symbol;Acc:HGNC:23387]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"NOM1","ENSG00000146909","nucleolar protein with MIF4G domain 1 [Source:HGNC Symbol;Acc:HGNC:13244]",1,"PF02854|PF02847","MIF4G|MA3","MIF4G domain|MA3 domain"
"NONO","ENSG00000147140","non-POU domain containing, octamer-binding [Source:HGNC Symbol;Acc:HGNC:7871]",1,"PF00076|PF08075","RRM_1|NOPS","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)|NOPS (NUC059) domain"
"NOP10","ENSG00000182117","NOP10 ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:14378]",1,"PF04135","Nop10p","Nucleolar RNA-binding protein, Nop10p family"
"NOP2","ENSG00000111641","NOP2 nucleolar protein [Source:HGNC Symbol;Acc:HGNC:7867]",1,"PF17125|PF08062|PF01189","Methyltr_RsmF_N|Nol1_Nop2_Fmu","N-terminal domain of 16S rRNA methyltransferase RsmF|16S rRNA methyltransferase RsmF"
"NOP56","ENSG00000101361","NOP56 ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:15911]",1,"PF01798|PF08156","Nop","snoRNA binding domain, fibrillarin"
"NOP58","ENSG00000055044","NOP58 ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:29926]",1,"PF01798|PF08156","Nop","snoRNA binding domain, fibrillarin"
"NOVA1","ENSG00000139910","NOVA alternative splicing regulator 1 [Source:HGNC Symbol;Acc:HGNC:7886]",1,"PF00013","KH_1","KH domain"
"NOVA2","ENSG00000104967","NOVA alternative splicing regulator 2 [Source:HGNC Symbol;Acc:HGNC:7887]",1,"PF00013","KH_1","KH domain"
"NSUN2","ENSG00000037474","NOP2/Sun RNA methyltransferase family member 2 [Source:HGNC Symbol;Acc:HGNC:25994]",1,"PF01189","Nol1_Nop2_Fmu","16S rRNA methyltransferase RsmF"
"NSUN3","ENSG00000178694","NOP2/Sun RNA methyltransferase family member 3 [Source:HGNC Symbol;Acc:HGNC:26208]",1,"PF01189","Nol1_Nop2_Fmu","16S rRNA methyltransferase RsmF"
"NSUN4","ENSG00000117481","NOP2/Sun RNA methyltransferase family member 4 [Source:HGNC Symbol;Acc:HGNC:31802]",1,"PF01189","Nol1_Nop2_Fmu","16S rRNA methyltransferase RsmF"
"NSUN5","ENSG00000130305","NOP2/Sun RNA methyltransferase family member 5 [Source:HGNC Symbol;Acc:HGNC:16385]",1,"PF01189","Nol1_Nop2_Fmu","16S rRNA methyltransferase RsmF"
"NSUN6","ENSG00000241058","NOP2/Sun RNA methyltransferase family member 6 [Source:HGNC Symbol;Acc:HGNC:23529]",1,"PF01189","Nol1_Nop2_Fmu","16S rRNA methyltransferase RsmF"
"NSUN7","ENSG00000179299","NOP2/Sun RNA methyltransferase family member 7 [Source:HGNC Symbol;Acc:HGNC:25857]",1,"PF01189","Nol1_Nop2_Fmu","16S rRNA methyltransferase RsmF"
"NUP35","ENSG00000163002","nucleoporin 35 [Source:HGNC Symbol;Acc:HGNC:29797]",1,"PF05172","Nup35_RRM","Nup53/35/40-type RNA recognition motif"
"NUPL2","ENSG00000136243","nucleoporin like 2 [Source:HGNC Symbol;Acc:HGNC:17010]",1,"PF00642","zf-CCCH","Zinc finger C-x8-C-x5-C-x3-H type (and similar)"
"NXF1","ENSG00000162231","nuclear RNA export factor 1 [Source:HGNC Symbol;Acc:HGNC:8071]",1,"PF09162|PF03943|PF02136","Tap-RNA_bind|TAP_C|NTF2","Tap, RNA-binding|TAP C-terminal domain|Nuclear transport factor 2 (NTF2) domain"
"NXF2B","ENSG00000269437","nuclear RNA export factor 2B [Source:HGNC Symbol;Acc:HGNC:23984]",1,"PF02136|PF09162|PF03943","NTF2|Tap-RNA_bind|TAP_C","Nuclear transport factor 2 (NTF2) domain|Tap, RNA-binding|TAP C-terminal domain"
"NXF3","ENSG00000147206","nuclear RNA export factor 3 [Source:HGNC Symbol;Acc:HGNC:8073]",1,"PF02136|PF09162","NTF2|Tap-RNA_bind","Nuclear transport factor 2 (NTF2) domain|Tap, RNA-binding"
"NXF5","ENSG00000126952","nuclear RNA export factor 5 [Source:HGNC Symbol;Acc:HGNC:8075]",1,"PF09162","Tap-RNA_bind","Tap, RNA-binding"
"OLA1","ENSG00000138430","Obg like ATPase 1 [Source:HGNC Symbol;Acc:HGNC:28833]",1,"PF01926|PF06071","MMR_HSR1|YchF-GTPase_C","50S ribosome-binding GTPase|Protein of unknown function (DUF933)"
"PABPC1","ENSG00000070756","poly(A) binding protein cytoplasmic 1 [Source:HGNC Symbol;Acc:HGNC:8554]",1,"PF00658|PF00076","PABP|RRM_1","Poly-adenylate binding protein, unique domain|RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"PABPC1L","ENSG00000101104","poly(A) binding protein cytoplasmic 1 like [Source:HGNC Symbol;Acc:HGNC:15797]",1,"PF00076|PF00658","RRM_1|PABP","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)|Poly-adenylate binding protein, unique domain"
"PABPC1L2A","ENSG00000186288","poly(A) binding protein cytoplasmic 1 like 2A [Source:HGNC Symbol;Acc:HGNC:27989]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"PABPC1L2B","ENSG00000184388","poly(A) binding protein cytoplasmic 1 like 2B [Source:HGNC Symbol;Acc:HGNC:31852]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"PABPC3","ENSG00000151846","poly(A) binding protein cytoplasmic 3 [Source:HGNC Symbol;Acc:HGNC:8556]",1,"PF00658|PF00076","PABP|RRM_1","Poly-adenylate binding protein, unique domain|RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"PABPC4","ENSG00000090621","poly(A) binding protein cytoplasmic 4 [Source:HGNC Symbol;Acc:HGNC:8557]",1,"PF00658|PF00076","PABP|RRM_1","Poly-adenylate binding protein, unique domain|RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"PABPC4L","ENSG00000254535","poly(A) binding protein cytoplasmic 4 like [Source:HGNC Symbol;Acc:HGNC:31955]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"PABPC5","ENSG00000174740","poly(A) binding protein cytoplasmic 5 [Source:HGNC Symbol;Acc:HGNC:13629]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"PABPN1","ENSG00000100836","poly(A) binding protein nuclear 1 [Source:HGNC Symbol;Acc:HGNC:8565]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"PABPN1L","ENSG00000205022","poly(A) binding protein nuclear 1 like, cytoplasmic [Source:HGNC Symbol;Acc:HGNC:37237]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"PAFAH1B1","ENSG00000007168","platelet activating factor acetylhydrolase 1b regulatory subunit 1 [Source:HGNC Symbol;Acc:HGNC:8574]",1,"PF08513|PF00400","LisH|WD40","LisH|WD domain, G-beta repeat"
"PAIP1","ENSG00000172239","poly(A) binding protein interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:16945]",1,"PF07145|PF02854","PAM2|MIF4G","Ataxin-2 C-terminal region|MIF4G domain"
"PAK1IP1","ENSG00000111845","PAK1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:20882]",1,"PF00400","WD40","WD domain, G-beta repeat"
"PAN2","ENSG00000135473","PAN2 poly(A) specific ribonuclease subunit [Source:HGNC Symbol;Acc:HGNC:20074]",1,"PF13423|PF00929","UCH_1|RNase_T","Ubiquitin carboxyl-terminal hydrolase|Exonuclease"
"PAPD4","ENSG00000164329","poly(A) RNA polymerase D4, non-canonical [Source:HGNC Symbol;Acc:HGNC:26776]",1,"PF03828","PAP_assoc","Cid1 family poly A polymerase"
"PAPD5","ENSG00000121274","poly(A) RNA polymerase D5, non-canonical [Source:HGNC Symbol;Acc:HGNC:30758]",1,"PF01909|PF03828","NTP_transf_2|PAP_assoc","Nucleotidyltransferase domain|Cid1 family poly A polymerase"
"PAPD7","ENSG00000112941","poly(A) RNA polymerase D7, non-canonical [Source:HGNC Symbol;Acc:HGNC:16705]",1,"PF01909|PF03828","NTP_transf_2|PAP_assoc","Nucleotidyltransferase domain|Cid1 family poly A polymerase"
"PAPOLA","ENSG00000090060","poly(A) polymerase alpha [Source:HGNC Symbol;Acc:HGNC:14981]",1,"PF04928|PF04926|PF01909","PAP_central|PAP_RNA-bind|NTP_transf_2","Poly(A) polymerase central domain|Poly(A) polymerase predicted RNA binding domain|Nucleotidyltransferase domain"
"PAPOLG","ENSG00000115421","poly(A) polymerase gamma [Source:HGNC Symbol;Acc:HGNC:14982]",1,"PF04928|PF01909|PF04926","PAP_central|NTP_transf_2|PAP_RNA-bind","Poly(A) polymerase central domain|Nucleotidyltransferase domain|Poly(A) polymerase predicted RNA binding domain"
"PARN","ENSG00000140694|ENSG00000274829","poly(A)-specific ribonuclease [Source:HGNC Symbol;Acc:HGNC:8609]",1,"PF08675|PF01424|PF04857","RNA_bind|R3H|CAF1","RNA binding domain|R3H domain|CAF1 family ribonuclease"
"PARP12","ENSG00000059378","poly(ADP-ribose) polymerase family member 12 [Source:HGNC Symbol;Acc:HGNC:21919]",1,"PF00642|PF02825|PF00644","zf-CCCH|WWE|PARP","Zinc finger C-x8-C-x5-C-x3-H type (and similar)|WWE domain|Poly(ADP-ribose) polymerase catalytic domain"
"PCBP1","ENSG00000169564","poly(rC) binding protein 1 [Source:HGNC Symbol;Acc:HGNC:8647]",1,"PF00013","KH_1","KH domain"
"PCBP2","ENSG00000197111","poly(rC) binding protein 2 [Source:HGNC Symbol;Acc:HGNC:8648]",1,"PF00013","KH_1","KH domain"
"PCBP3","ENSG00000183570","poly(rC) binding protein 3 [Source:HGNC Symbol;Acc:HGNC:8651]",1,"PF00013","KH_1","KH domain"
"PCBP4","ENSG00000090097","poly(rC) binding protein 4 [Source:HGNC Symbol;Acc:HGNC:8652]",1,"PF00013","KH_1","KH domain"
"PDCD11","ENSG00000148843","programmed cell death 11 [Source:HGNC Symbol;Acc:HGNC:13408]",1,"PF05843|PF00575","Suf|S1","Suppressor of forked protein (Suf)|S1 RNA binding domain"
"PELO","ENSG00000152684","pelota homolog (Drosophila) [Source:HGNC Symbol;Acc:HGNC:8829]",1,"PF03463|PF03465|PF03464","eRF1_1|eRF1_3|eRF1_2","eRF1 domain 1|eRF1 domain 3|eRF1 domain 2"
"PHAX","ENSG00000164902","phosphorylated adaptor for RNA export [Source:HGNC Symbol;Acc:HGNC:10241]",1,"PF10258","RNA_GG_bind","PHAX RNA-binding domain"
"PHC2","ENSG00000134686","polyhomeotic homolog 2 [Source:HGNC Symbol;Acc:HGNC:3183]",1,"PF16616|PF00536","SAM_1","SAM domain (Sterile alpha motif)"
"PHIP","ENSG00000146247","pleckstrin homology domain interacting protein [Source:HGNC Symbol;Acc:HGNC:15673]",1,"PF00400|PF00439","WD40|Bromodomain","WD domain, G-beta repeat|Bromodomain"
"PIK3R4","ENSG00000196455","phosphoinositide-3-kinase regulatory subunit 4 [Source:HGNC Symbol;Acc:HGNC:8982]",1,"PF00400|PF00069","WD40|Pkinase","WD domain, G-beta repeat|Protein kinase domain"
"PINX1","ENSG00000254093","PIN2/TERF1 interacting, telomerase inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:30046]",1,"PF01585",NA,NA
"PIWIL1","ENSG00000125207|ENSG00000275051","piwi like RNA-mediated gene silencing 1 [Source:HGNC Symbol;Acc:HGNC:9007]",1,"PF02171|PF08699|PF05831|PF02170","Piwi|ArgoL1|PAZ","Piwi domain|Argonaute linker 1 domain|PAZ domain"
"PIWIL2","ENSG00000197181","piwi like RNA-mediated gene silencing 2 [Source:HGNC Symbol;Acc:HGNC:17644]",1,"PF02170|PF08699|PF02171","PAZ|ArgoL1|Piwi","PAZ domain|Argonaute linker 1 domain|Piwi domain"
"PIWIL3","ENSG00000184571","piwi like RNA-mediated gene silencing 3 [Source:HGNC Symbol;Acc:HGNC:18443]",1,"PF02170|PF02171","PAZ|Piwi","PAZ domain|Piwi domain"
"PIWIL4","ENSG00000134627","piwi like RNA-mediated gene silencing 4 [Source:HGNC Symbol;Acc:HGNC:18444]",1,"PF16486|PF02170|PF02171","ArgoN|PAZ|Piwi","N-terminal domain of argonaute|PAZ domain|Piwi domain"
"PLAA","ENSG00000137055","phospholipase A2 activating protein [Source:HGNC Symbol;Acc:HGNC:9043]",1,"PF08324|PF09070|PF00400","PUL|PFU|WD40","PUL domain|PFU (PLAA family ubiquitin binding)|WD domain, G-beta repeat"
"PLEC","ENSG00000178209","plectin [Source:HGNC Symbol;Acc:HGNC:9069]",1,"PF00681|PF00307|PF03501","Plectin|CH|S10_plectin","Plectin repeat|Calponin homology (CH) domain|Plectin/S10 domain"
"PLRG1","ENSG00000171566","pleiotropic regulator 1 [Source:HGNC Symbol;Acc:HGNC:9089]",1,"PF00400","WD40","WD domain, G-beta repeat"
"PNLDC1","ENSG00000146453","PARN like, ribonuclease domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21185]",1,"PF04857","CAF1","CAF1 family ribonuclease"
"PNO1","ENSG00000115946","partner of NOB1 homolog [Source:HGNC Symbol;Acc:HGNC:32790]",1,"PF00013","KH_1","KH domain"
"PNPT1","ENSG00000138035","polyribonucleotide nucleotidyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:23166]",1,"PF03726|PF00575|PF03725|PF01138|PF00013","PNPase|S1|RNase_PH_C|RNase_PH|KH_1","Polyribonucleotide nucleotidyltransferase, RNA binding domain|S1 RNA binding domain|3' exoribonuclease family, domain 2|3' exoribonuclease family, domain 1|KH domain"
"POLDIP3","ENSG00000100227","DNA polymerase delta interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:23782]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"POLR2G","ENSG00000168002","RNA polymerase II subunit G [Source:HGNC Symbol;Acc:HGNC:9194]",1,"PF00575|PF03876","S1|SHS2_Rpb7-N","S1 RNA binding domain|SHS2 domain found in N terminus of Rpb7p/Rpc25p/MJ0397"
"PPAN","ENSG00000130810","peter pan homolog (Drosophila) [Source:HGNC Symbol;Acc:HGNC:9227]",1,"PF04427","Brix","Brix domain"
"PPARGC1A","ENSG00000109819","PPARG coactivator 1 alpha [Source:HGNC Symbol;Acc:HGNC:9237]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"PPARGC1B","ENSG00000155846","PPARG coactivator 1 beta [Source:HGNC Symbol;Acc:HGNC:30022]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"PPFIA1","ENSG00000131626","PTPRF interacting protein alpha 1 [Source:HGNC Symbol;Acc:HGNC:9245]",1,"PF00536|PF07647","SAM_1|SAM_2","SAM domain (Sterile alpha motif)"
"PPFIBP1","ENSG00000110841","PPFIA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9249]",1,"PF07647|PF00536","SAM_2|SAM_1","SAM domain (Sterile alpha motif)"
"PPIE","ENSG00000084072","peptidylprolyl isomerase E [Source:HGNC Symbol;Acc:HGNC:9258]",1,"PF00160|PF00076","Pro_isomerase|RRM_1","Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD|RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"PPIL4","ENSG00000131013","peptidylprolyl isomerase like 4 [Source:HGNC Symbol;Acc:HGNC:15702]",1,"PF00160|PF00076","Pro_isomerase|RRM_1","Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD|RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"PPP1R10","ENSG00000204569|ENSG00000206489|ENSG00000227804|ENSG00000230995|ENSG00000231737|ENSG00000235291|ENSG00000238104","protein phosphatase 1 regulatory subunit 10 [Source:HGNC Symbol;Acc:HGNC:9284]",1,"PF00642|PF08711","zf-CCCH|Med26","Zinc finger C-x8-C-x5-C-x3-H type (and similar)|TFIIS helical bundle-like domain"
"PPRC1","ENSG00000148840","peroxisome proliferator-activated receptor gamma, coactivator-related 1 [Source:HGNC Symbol;Acc:HGNC:30025]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"PPWD1","ENSG00000113593","peptidylprolyl isomerase domain and WD repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:28954]",1,"PF00160|PF00400","Pro_isomerase|WD40","Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD|WD domain, G-beta repeat"
"PREB","ENSG00000138073","prolactin regulatory element binding [Source:HGNC Symbol;Acc:HGNC:9356]",1,"PF00400","WD40","WD domain, G-beta repeat"
"PRKRA","ENSG00000180228","protein activator of interferon induced protein kinase EIF2AK2 [Source:HGNC Symbol;Acc:HGNC:9438]",1,"PF16482|PF00035","Staufen_C|dsrm","Staufen C-terminal domain|Double-stranded RNA binding motif"
"PRPF19","ENSG00000110107","pre-mRNA processing factor 19 [Source:HGNC Symbol;Acc:HGNC:17896]",1,"PF00400|PF04564|PF08606","WD40|U-box|Prp19","WD domain, G-beta repeat|U-box domain|Prp19/Pso4-like"
"PRPF3","ENSG00000117360","pre-mRNA processing factor 3 [Source:HGNC Symbol;Acc:HGNC:17348]",1,"PF01480|PF08572|PF06544","PWI|DUF1115","PWI domain|Protein of unknown function (DUF1115)"
"PRPF31","ENSG00000105618|ENSG00000274144|ENSG00000274651|ENSG00000274894|ENSG00000275117|ENSG00000275885|ENSG00000276421|ENSG00000277154|ENSG00000277707|ENSG00000277953","pre-mRNA processing factor 31 [Source:HGNC Symbol;Acc:HGNC:15446]",1,"PF09785|PF01798","Nop","snoRNA binding domain, fibrillarin"
"PRPF4","ENSG00000136875","pre-mRNA processing factor 4 [Source:HGNC Symbol;Acc:HGNC:17349]",1,"PF00400|PF08799","WD40|PRP4","WD domain, G-beta repeat|pre-mRNA processing factor 4 (PRP4) like"
"PRPF8","ENSG00000174231|ENSG00000274442","pre-mRNA processing factor 8 [Source:HGNC Symbol;Acc:HGNC:17340]",1,"PF08084|PF08082|PF10596|PF10597|PF12134|PF08083|PF01398|PF10598","PROCT|PRO8NT|U6-snRNA_bdg|U5_2-snRNA_bdg|PRP8_domainIV|PROCN|JAB|RRM_4","PROCT (NUC072) domain|PRO8NT (NUC069), PrP8 N-terminal domain|U6-snRNA interacting domain of PrP8|U5-snRNA binding site 2 of PrP8|PRP8 domain IV core|PROCN (NUC071) domain|JAB1/Mov34/MPN/PAD-1 ubiquitin protease|RNA recognition motif of the spliceosomal PrP8"
"PRR3","ENSG00000204576|ENSG00000206491|ENSG00000223766|ENSG00000223887|ENSG00000228186|ENSG00000229202|ENSG00000233564","proline rich 3 [Source:HGNC Symbol;Acc:HGNC:21149]",1,"PF00642","zf-CCCH","Zinc finger C-x8-C-x5-C-x3-H type (and similar)"
"PSPC1","ENSG00000121390","paraspeckle component 1 [Source:HGNC Symbol;Acc:HGNC:20320]",1,"PF00076|PF08075","RRM_1|NOPS","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)|NOPS (NUC059) domain"
"PTBP1","ENSG00000011304","polypyrimidine tract binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9583]",1,"PF13893|PF00076","RRM_5|RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"PTBP2","ENSG00000117569","polypyrimidine tract binding protein 2 [Source:HGNC Symbol;Acc:HGNC:17662]",1,"PF00076|PF13893","RRM_1|RRM_5","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"PTBP3","ENSG00000119314","polypyrimidine tract binding protein 3 [Source:HGNC Symbol;Acc:HGNC:10253]",1,"PF00076|PF13893","RRM_1|RRM_5","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"PTRH1","ENSG00000187024","peptidyl-tRNA hydrolase 1 homolog [Source:HGNC Symbol;Acc:HGNC:27039]",1,"PF01195","Pept_tRNA_hydro","Peptidyl-tRNA hydrolase"
"PUF60","ENSG00000179950|ENSG00000274081","poly(U) binding splicing factor 60 [Source:HGNC Symbol;Acc:HGNC:17042]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
