"Gene name","Ensembl ID","Gene description","Contains canonical RBD","Pfam ID","Protein domains","Pfam Description"
"RRS1","ENSG00000179041","ribosome biogenesis regulator homolog [Source:HGNC Symbol;Acc:HGNC:17083]",0,"PF04939","RRS1","Ribosome biogenesis regulatory protein (RRS1)"
"RSL1D1","ENSG00000171490","ribosomal L1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24534]",0,"PF00687","Ribosomal_L1","Ribosomal protein L1p/L10e family"
"RTCA","ENSG00000137996","RNA 3'-terminal phosphate cyclase [Source:HGNC Symbol;Acc:HGNC:17981]",1,"PF05189|PF01137","RTC_insert|RTC","RNA 3'-terminal phosphate cyclase (RTC), insert domain|RNA 3'-terminal phosphate cyclase"
"RTCB","ENSG00000100220","RNA 2',3'-cyclic phosphate and 5'-OH ligase [Source:HGNC Symbol;Acc:HGNC:26935]",0,"PF01139","RtcB","tRNA-splicing ligase RtcB"
"RTF1","ENSG00000137815","RTF1 homolog, Paf1/RNA polymerase II complex component [Source:HGNC Symbol;Acc:HGNC:28996]",0,"PF03126","Plus-3","Plus-3 domain"
"RUVBL1","ENSG00000175792","RuvB like AAA ATPase 1 [Source:HGNC Symbol;Acc:HGNC:10474]",0,"PF06068","TIP49","TIP49 C-terminus"
"RUVBL2","ENSG00000183207","RuvB like AAA ATPase 2 [Source:HGNC Symbol;Acc:HGNC:10475]",0,"PF06068","TIP49","TIP49 C-terminus"
"SAFB","ENSG00000160633","scaffold attachment factor B [Source:HGNC Symbol;Acc:HGNC:10520]",1,"PF02037|PF00076","SAP|RRM_1","SAP domain|RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"SAFB2","ENSG00000130254","scaffold attachment factor B2 [Source:HGNC Symbol;Acc:HGNC:21605]",1,"PF02037|PF00076","SAP|RRM_1","SAP domain|RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"SAMD4B","ENSG00000179134","sterile alpha motif domain containing 4B [Source:HGNC Symbol;Acc:HGNC:25492]",1,"PF00536","SAM_1","SAM domain (Sterile alpha motif)"
"SAMHD1","ENSG00000101347","SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1 [Source:HGNC Symbol;Acc:HGNC:15925]",1,"PF07647|PF01966","SAM_2|HD","SAM domain (Sterile alpha motif)|HD domain"
"SAP18","ENSG00000150459","Sin3A associated protein 18 [Source:HGNC Symbol;Acc:HGNC:10530]",0,"PF06487","SAP18","Sin3 associated polypeptide p18 (SAP18)"
"SARNP","ENSG00000205323","SAP domain containing ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:24432]",1,"PF02037","SAP","SAP domain"
"SARS","ENSG00000031698","seryl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:10537]",0,"PF00587|PF02403","tRNA-synt_2b|Seryl_tRNA_N","tRNA synthetase class II core domain (G, H, P, S and T)|Seryl-tRNA synthetase N-terminal domain"
"SARS2","ENSG00000104835|ENSG00000283104","seryl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:17697]",0,"PF00587|PF02403","tRNA-synt_2b|Seryl_tRNA_N","tRNA synthetase class II core domain (G, H, P, S and T)|Seryl-tRNA synthetase N-terminal domain"
"SART1","ENSG00000175467","squamous cell carcinoma antigen recognized by T-cells 1 [Source:HGNC Symbol;Acc:HGNC:10538]",0,"PF03343","SART-1","SART-1 family"
"SART3","ENSG00000075856","squamous cell carcinoma antigen recognized by T-cells 3 [Source:HGNC Symbol;Acc:HGNC:16860]",1,"PF05391|PF00076|PF16605","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"SBDS","ENSG00000126524","SBDS ribosome assembly guanine nucleotide exchange factor [Source:HGNC Symbol;Acc:HGNC:19440]",0,"PF01172|PF09377","SBDS|SBDS_C","Shwachman-Bodian-Diamond syndrome (SBDS) protein|SBDS protein C-terminal domain"
"SCAF1","ENSG00000126461","SR-related CTD associated factor 1 [Source:HGNC Symbol;Acc:HGNC:30403]",0,NA,NA,NA
"SCAF11","ENSG00000139218","SR-related CTD associated factor 11 [Source:HGNC Symbol;Acc:HGNC:10784]",1,"PF13639|PF00097","zf-RING_2|zf-C3HC4","Ring finger domain|Zinc finger, C3HC4 type (RING finger)"
"SCAF4","ENSG00000156304","SR-related CTD associated factor 4 [Source:HGNC Symbol;Acc:HGNC:19304]",1,"PF00076|PF04818","RRM_1|CTD_bind","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)|RNA polymerase II-binding domain."
"SCAF8","ENSG00000213079","SR-related CTD associated factor 8 [Source:HGNC Symbol;Acc:HGNC:20959]",1,"PF04818|PF00076","CTD_bind|RRM_1","RNA polymerase II-binding domain.|RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"SECISBP2","ENSG00000187742","SECIS binding protein 2 [Source:HGNC Symbol;Acc:HGNC:30972]",0,"PF01248","Ribosomal_L7Ae","Ribosomal protein L7Ae/L30e/S12e/Gadd45 family"
"SECISBP2L","ENSG00000138593","SECIS binding protein 2 like [Source:HGNC Symbol;Acc:HGNC:28997]",0,"PF01248","Ribosomal_L7Ae","Ribosomal protein L7Ae/L30e/S12e/Gadd45 family"
"SERBP1","ENSG00000142864","SERPINE1 mRNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17860]",1,"PF16174|PF04774","IHABP4_N|HABP4_PAI-RBP1","Intracellular hyaluronan-binding protein 4 N-terminal|Hyaluronan / mRNA binding family"
"SETD1A","ENSG00000099381","SET domain containing 1A [Source:HGNC Symbol;Acc:HGNC:29010]",1,"PF00076|PF00856|PF11764","RRM_1|SET","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)|SET domain"
"SF1","ENSG00000168066","splicing factor 1 [Source:HGNC Symbol;Acc:HGNC:12950]",1,"PF00013|PF16275|PF00098","KH_1|SF1-HH|zf-CCHC","KH domain|Splicing factor 1 helix-hairpin domain|Zinc knuckle"
"SF3A1","ENSG00000099995","splicing factor 3a subunit 1 [Source:HGNC Symbol;Acc:HGNC:10765]",1,"PF00240|PF12230|PF01805","ubiquitin|Surp","Ubiquitin family|Surp module"
"SF3A2","ENSG00000104897","splicing factor 3a subunit 2 [Source:HGNC Symbol;Acc:HGNC:10766]",1,"PF16835|PF12874","SF3A2|zf-met","Pre-mRNA-splicing factor SF3a complex subunit 2 (Prp11)|Zinc-finger of C2H2 type"
"SF3A3","ENSG00000183431","splicing factor 3a subunit 3 [Source:HGNC Symbol;Acc:HGNC:10767]",0,"PF13297|PF16837|PF11931|PF12108","SF3A3|SF3a60_bindingd","Pre-mRNA-splicing factor SF3A3, of SF3a complex, Prp9|Splicing factor SF3a60 binding domain"
"SF3B1","ENSG00000115524","splicing factor 3b subunit 1 [Source:HGNC Symbol;Acc:HGNC:10768]",0,"PF08920","SF3b1","Splicing factor 3B subunit 1"
"SF3B2","ENSG00000087365","splicing factor 3b subunit 2 [Source:HGNC Symbol;Acc:HGNC:10769]",1,"PF02037|PF04037|PF04046","SAP","SAP domain"
"SF3B3","ENSG00000189091","splicing factor 3b subunit 3 [Source:HGNC Symbol;Acc:HGNC:10770]",0,"PF03178|PF10433","CPSF_A|MMS1_N","CPSF A subunit region|Mono-functional DNA-alkylating methyl methanesulfonate N-term"
"SF3B4","ENSG00000143368","splicing factor 3b subunit 4 [Source:HGNC Symbol;Acc:HGNC:10771]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"SF3B6","ENSG00000115128","splicing factor 3b subunit 6 [Source:HGNC Symbol;Acc:HGNC:30096]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"SFPQ","ENSG00000116560","splicing factor proline and glutamine rich [Source:HGNC Symbol;Acc:HGNC:10774]",1,"PF08075|PF00076","NOPS|RRM_1","NOPS (NUC059) domain|RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"SFSWAP","ENSG00000061936","splicing factor SWAP homolog [Source:HGNC Symbol;Acc:HGNC:10790]",1,"PF01805|PF09750","Surp","Surp module"
"SKIV2L","ENSG00000204351|ENSG00000206353|ENSG00000223493|ENSG00000225737|ENSG00000228896|ENSG00000232616","Ski2 like RNA helicase [Source:HGNC Symbol;Acc:HGNC:10898]",1,"PF00270|PF08148|PF13234|PF00271","DEAD|DSHCT|rRNA_proc-arch|Helicase_C","DEAD/DEAH box helicase|DSHCT (NUC185) domain|rRNA-processing arch domain|Helicase conserved C-terminal domain"
"SKIV2L2","ENSG00000039123","Ski2 like RNA helicase 2 [Source:HGNC Symbol;Acc:HGNC:18734]",1,"PF13234|PF08148|PF00270|PF00271","rRNA_proc-arch|DSHCT|DEAD|Helicase_C","rRNA-processing arch domain|DSHCT (NUC185) domain|DEAD/DEAH box helicase|Helicase conserved C-terminal domain"
"SLBP","ENSG00000163950","stem-loop binding protein [Source:HGNC Symbol;Acc:HGNC:10904]",0,"PF15247","SLBP_RNA_bind","Histone RNA hairpin-binding protein RNA-binding domain"
"SLC4A1AP","ENSG00000163798","solute carrier family 4 member 1 adaptor protein [Source:HGNC Symbol;Acc:HGNC:13813]",1,"PF00035|PF00498","dsrm|FHA","Double-stranded RNA binding motif|FHA domain"
"SLIRP","ENSG00000119705","SRA stem-loop interacting RNA binding protein [Source:HGNC Symbol;Acc:HGNC:20495]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"SLTM","ENSG00000137776","SAFB like transcription modulator [Source:HGNC Symbol;Acc:HGNC:20709]",1,"PF02037|PF00076","SAP|RRM_1","SAP domain|RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"SLU7","ENSG00000164609","SLU7 homolog, splicing factor [Source:HGNC Symbol;Acc:HGNC:16939]",0,"PF11708",NA,NA
"SMG1","ENSG00000157106","SMG1, nonsense mediated mRNA decay associated PI3K related kinase [Source:HGNC Symbol;Acc:HGNC:30045]",0,"PF02260|PF15785|PF00454","FATC|PI3_PI4_kinase","FATC domain|Phosphatidylinositol 3- and 4-kinase"
"SMG6","ENSG00000070366","SMG6, nonsense mediated mRNA decay factor [Source:HGNC Symbol;Acc:HGNC:17809]",1,"PF13638|PF10374|PF10373","PIN_4|EST1|EST1_DNA_bind","PIN domain|Telomerase activating protein Est1|Est1 DNA/RNA binding domain"
"SMG8","ENSG00000167447","SMG8, nonsense mediated mRNA decay factor [Source:HGNC Symbol;Acc:HGNC:25551]",0,"PF10220",NA,NA
"SMN1","ENSG00000172062|ENSG00000275349","survival of motor neuron 1, telomeric [Source:HGNC Symbol;Acc:HGNC:11117]",0,"PF06003","SMN","Survival motor neuron protein (SMN)"
"SMN2","ENSG00000205571|ENSG00000273772|ENSG00000277773","survival of motor neuron 2, centromeric [Source:HGNC Symbol;Acc:HGNC:11118]",0,"PF06003","SMN","Survival motor neuron protein (SMN)"
"SMNDC1","ENSG00000119953","survival motor neuron domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16900]",0,"PF06003","SMN","Survival motor neuron protein (SMN)"
"SND1","ENSG00000197157","staphylococcal nuclease and tudor domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30646]",1,"PF00567|PF00565","TUDOR|SNase","Tudor domain|Staphylococcal nuclease homologue"
"SNIP1","ENSG00000163877","Smad nuclear interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:30587]",0,"PF00498","FHA","FHA domain"
"SNRNP200","ENSG00000144028","small nuclear ribonucleoprotein U5 subunit 200 [Source:HGNC Symbol;Acc:HGNC:30859]",1,"PF00270|PF00271|PF02889","DEAD|Helicase_C|Sec63","DEAD/DEAH box helicase|Helicase conserved C-terminal domain|Sec63 Brl domain"
"SNRNP27","ENSG00000124380","small nuclear ribonucleoprotein U4/U6.U5 subunit 27 [Source:HGNC Symbol;Acc:HGNC:30240]",0,"PF08648",NA,NA
"SNRNP40","ENSG00000060688","small nuclear ribonucleoprotein U5 subunit 40 [Source:HGNC Symbol;Acc:HGNC:30857]",1,"PF00400","WD40","WD domain, G-beta repeat"
"SNRNP70","ENSG00000104852","small nuclear ribonucleoprotein U1 subunit 70 [Source:HGNC Symbol;Acc:HGNC:11150]",1,"PF12220|PF00076","U1snRNP70_N|RRM_1","U1 small nuclear ribonucleoprotein of 70kDa MW N terminal|RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"SNRPA","ENSG00000077312","small nuclear ribonucleoprotein polypeptide A [Source:HGNC Symbol;Acc:HGNC:11151]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"SNRPA1","ENSG00000131876","small nuclear ribonucleoprotein polypeptide A' [Source:HGNC Symbol;Acc:HGNC:11152]",0,"PF14580","LRR_9","Leucine-rich repeat"
"SNRPB","ENSG00000125835","small nuclear ribonucleoprotein polypeptides B and B1 [Source:HGNC Symbol;Acc:HGNC:11153]",1,"PF01423","LSM","LSM domain"
"SNRPB2","ENSG00000125870","small nuclear ribonucleoprotein polypeptide B2 [Source:HGNC Symbol;Acc:HGNC:11155]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"SNRPC","ENSG00000124562","small nuclear ribonucleoprotein polypeptide C [Source:HGNC Symbol;Acc:HGNC:11157]",0,"PF06220","zf-U1","U1 zinc finger"
"SNRPD1","ENSG00000167088","small nuclear ribonucleoprotein D1 polypeptide [Source:HGNC Symbol;Acc:HGNC:11158]",1,"PF01423","LSM","LSM domain"
"SNRPD2","ENSG00000125743","small nuclear ribonucleoprotein D2 polypeptide [Source:HGNC Symbol;Acc:HGNC:11159]",1,"PF01423","LSM","LSM domain"
"SNRPD3","ENSG00000100028","small nuclear ribonucleoprotein D3 polypeptide [Source:HGNC Symbol;Acc:HGNC:11160]",1,"PF01423","LSM","LSM domain"
"SNRPE","ENSG00000182004","small nuclear ribonucleoprotein polypeptide E [Source:HGNC Symbol;Acc:HGNC:11161]",1,"PF01423","LSM","LSM domain"
"SNRPF","ENSG00000139343","small nuclear ribonucleoprotein polypeptide F [Source:HGNC Symbol;Acc:HGNC:11162]",1,"PF01423","LSM","LSM domain"
"SNRPG","ENSG00000143977","small nuclear ribonucleoprotein polypeptide G [Source:HGNC Symbol;Acc:HGNC:11163]",1,"PF01423","LSM","LSM domain"
"SNRPN","ENSG00000128739","small nuclear ribonucleoprotein polypeptide N [Source:HGNC Symbol;Acc:HGNC:11164]",1,"PF01423","LSM","LSM domain"
"SNU13","ENSG00000100138","SNU13 homolog, small nuclear ribonucleoprotein (U4/U6.U5) [Source:HGNC Symbol;Acc:HGNC:7819]",0,"PF01248","Ribosomal_L7Ae","Ribosomal protein L7Ae/L30e/S12e/Gadd45 family"
"SNW1","ENSG00000100603","SNW domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16696]",0,"PF02731","SKIP_SNW","SKIP/SNW domain"
"SON","ENSG00000159140","SON DNA binding protein [Source:HGNC Symbol;Acc:HGNC:11183]",1,"PF17069|PF14709|PF01585","DND1_DSRM","double strand RNA binding domain from DEAD END PROTEIN 1"
"SPATS2","ENSG00000123352","spermatogenesis associated serine rich 2 [Source:HGNC Symbol;Acc:HGNC:18650]",0,"PF07139",NA,NA
"SPATS2L","ENSG00000196141","spermatogenesis associated serine rich 2 like [Source:HGNC Symbol;Acc:HGNC:24574]",0,"PF07139",NA,NA
"SPEN","ENSG00000065526","spen family transcriptional repressor [Source:HGNC Symbol;Acc:HGNC:17575]",1,"PF00076|PF07744","RRM_1|SPOC","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)|SPOC domain"
"SPOUT1","ENSG00000198917","SPOUT domain containing methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:26933]",0,"PF02598","Methyltrn_RNA_3","Putative RNA methyltransferase"
"SRBD1","ENSG00000068784","S1 RNA binding domain 1 [Source:HGNC Symbol;Acc:HGNC:25521]",1,"PF00575|PF09371|PF16921|PF12836","S1|Tex_N|Tex_YqgF|HHH_3","S1 RNA binding domain|Tex-like protein N-terminal domain|Tex protein YqgF-like domain|Helix-hairpin-helix motif"
"SREK1","ENSG00000153914","splicing regulatory glutamic acid and lysine rich protein 1 [Source:HGNC Symbol;Acc:HGNC:17882]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"SRFBP1","ENSG00000151304","serum response factor binding protein 1 [Source:HGNC Symbol;Acc:HGNC:26333]",0,"PF09073",NA,NA
"SRP14","ENSG00000140319","signal recognition particle 14 [Source:HGNC Symbol;Acc:HGNC:11299]",1,"PF02290","SRP14","Signal recognition particle 14kD protein"
"SRP19","ENSG00000153037","signal recognition particle 19 [Source:HGNC Symbol;Acc:HGNC:11300]",0,"PF01922","SRP19","SRP19 protein"
"SRP54","ENSG00000100883","signal recognition particle 54 [Source:HGNC Symbol;Acc:HGNC:11301]",0,"PF00448|PF02881|PF02978","SRP54|SRP54_N|SRP_SPB","SRP54-type protein, GTPase domain|SRP54-type protein, helical bundle domain|Signal peptide binding domain"
"SRP68","ENSG00000167881","signal recognition particle 68 [Source:HGNC Symbol;Acc:HGNC:11302]",0,"PF16969","SRP68","RNA-binding signal recognition particle 68"
"SRP72","ENSG00000174780","signal recognition particle 72 [Source:HGNC Symbol;Acc:HGNC:11303]",1,"PF08492|PF17004|PF13181|PF13174","TPR_8|TPR_6","Tetratricopeptide repeat"
"SRP9","ENSG00000143742","signal recognition particle 9 [Source:HGNC Symbol;Acc:HGNC:11304]",0,"PF05486","SRP9-21","Signal recognition particle 9 kDa protein (SRP9)"
"SRPK2","ENSG00000135250","SRSF protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:11306]",0,"PF00069","Pkinase","Protein kinase domain"
"SRPRA","ENSG00000182934","SRP receptor alpha subunit [Source:HGNC Symbol;Acc:HGNC:11307]",0,"PF00448|PF04086|PF02881","SRP54|SRP-alpha_N|SRP54_N","SRP54-type protein, GTPase domain|Signal recognition particle, alpha subunit, N-terminal|SRP54-type protein, helical bundle domain"
"SRRM1","ENSG00000133226","serine and arginine repetitive matrix 1 [Source:HGNC Symbol;Acc:HGNC:16638]",1,"PF01480","PWI","PWI domain"
"SRRM2","ENSG00000167978","serine/arginine repetitive matrix 2 [Source:HGNC Symbol;Acc:HGNC:16639]",0,"PF08312","cwf21","cwf21 domain"
"SRRT","ENSG00000087087","serrate, RNA effector molecule [Source:HGNC Symbol;Acc:HGNC:24101]",0,"PF12066|PF04959","DUF3546|ARS2","Domain of unknown function (DUF3546)|Arsenite-resistance protein 2"
"SRSF1","ENSG00000136450","serine and arginine rich splicing factor 1 [Source:HGNC Symbol;Acc:HGNC:10780]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"SRSF10","ENSG00000188529","serine and arginine rich splicing factor 10 [Source:HGNC Symbol;Acc:HGNC:16713]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"SRSF11","ENSG00000116754","serine and arginine rich splicing factor 11 [Source:HGNC Symbol;Acc:HGNC:10782]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"SRSF12","ENSG00000154548","serine and arginine rich splicing factor 12 [Source:HGNC Symbol;Acc:HGNC:21220]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"SRSF2","ENSG00000161547","serine and arginine rich splicing factor 2 [Source:HGNC Symbol;Acc:HGNC:10783]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"SRSF3","ENSG00000112081","serine and arginine rich splicing factor 3 [Source:HGNC Symbol;Acc:HGNC:10785]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"SRSF4","ENSG00000116350","serine and arginine rich splicing factor 4 [Source:HGNC Symbol;Acc:HGNC:10786]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"SRSF5","ENSG00000100650","serine and arginine rich splicing factor 5 [Source:HGNC Symbol;Acc:HGNC:10787]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"SRSF6","ENSG00000124193","serine and arginine rich splicing factor 6 [Source:HGNC Symbol;Acc:HGNC:10788]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"SRSF7","ENSG00000115875","serine and arginine rich splicing factor 7 [Source:HGNC Symbol;Acc:HGNC:10789]",1,"PF00076|PF00098","RRM_1|zf-CCHC","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)|Zinc knuckle"
"SRSF9","ENSG00000111786","serine and arginine rich splicing factor 9 [Source:HGNC Symbol;Acc:HGNC:10791]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"SSB","ENSG00000138385","Sjogren syndrome antigen B [Source:HGNC Symbol;Acc:HGNC:11316]",1,"PF05383|PF00076|PF08777","La|RRM_1|RRM_3","La domain|RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)|RNA binding motif"
"STAU1","ENSG00000124214","staufen double-stranded RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:11370]",1,"PF16482|PF00035","Staufen_C|dsrm","Staufen C-terminal domain|Double-stranded RNA binding motif"
"STAU2","ENSG00000040341","staufen double-stranded RNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:11371]",1,"PF00035|PF16482","dsrm|Staufen_C","Double-stranded RNA binding motif|Staufen C-terminal domain"
"STRAP","ENSG00000023734","serine/threonine kinase receptor associated protein [Source:HGNC Symbol;Acc:HGNC:30796]",1,"PF00400","WD40","WD domain, G-beta repeat"
"STRBP","ENSG00000165209","spermatid perinuclear RNA binding protein [Source:HGNC Symbol;Acc:HGNC:16462]",1,"PF07528|PF00035","DZF|dsrm","DZF domain|Double-stranded RNA binding motif"
"SUB1","ENSG00000113387","SUB1 homolog, transcriptional regulator [Source:HGNC Symbol;Acc:HGNC:19985]",0,"PF02229","PC4","Transcriptional Coactivator p15 (PC4)"
"SUGP1","ENSG00000105705","SURP and G-patch domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18643]",1,"PF01805|PF01585","Surp","Surp module"
"SUGP2","ENSG00000064607","SURP and G-patch domain containing 2 [Source:HGNC Symbol;Acc:HGNC:18641]",1,"PF01805|PF01585","Surp","Surp module"
"SUPT5H","ENSG00000196235","SPT5 homolog, DSIF elongation factor subunit [Source:HGNC Symbol;Acc:HGNC:11469]",0,"PF00467|PF11942|PF03439","KOW|Spt5-NGN","KOW motif|Early transcription elongation factor of RNA pol II, NGN section"
"SUPT6H","ENSG00000109111","SPT6 homolog, histone chaperone [Source:HGNC Symbol;Acc:HGNC:11470]",1,"PF14639|PF00575|PF14878|PF14633|PF14635|PF14632|PF14641","YqgF|S1|DLD|SH2_2|HHH_7|HTH_44","Holliday-junction resolvase-like of SPT6|S1 RNA binding domain|Death-like domain of SPT6|SH2 domain|Helix-hairpin-helix motif|Helix-turn-helix DNA-binding domain of SPT6"
"SUPV3L1","ENSG00000156502","Suv3 like RNA helicase [Source:HGNC Symbol;Acc:HGNC:11471]",1,"PF00271|PF12513","Helicase_C|SUV3_C","Helicase conserved C-terminal domain|Mitochondrial degradasome RNA helicase subunit C terminal"
"SURF6","ENSG00000148296|ENSG00000281309","surfeit 6 [Source:HGNC Symbol;Acc:HGNC:11478]",1,"PF04935",NA,NA
"SUZ12","ENSG00000178691","SUZ12 polycomb repressive complex 2 subunit [Source:HGNC Symbol;Acc:HGNC:17101]",0,"PF09733",NA,NA
"SYF2","ENSG00000117614","SYF2 pre-mRNA splicing factor [Source:HGNC Symbol;Acc:HGNC:19824]",0,"PF08231",NA,NA
"SYMPK","ENSG00000125755","symplekin [Source:HGNC Symbol;Acc:HGNC:22935]",0,"PF11935|PF12295|PF12765","DUF3453","Domain of unknown function (DUF3453)"
"SYNCRIP","ENSG00000135316","synaptotagmin binding cytoplasmic RNA interacting protein [Source:HGNC Symbol;Acc:HGNC:16918]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"TAF15","ENSG00000270647|ENSG00000276833","TATA-box binding protein associated factor 15 [Source:HGNC Symbol;Acc:HGNC:11547]",1,"PF00076|PF00641","RRM_1|zf-RanBP","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)|Zn-finger in Ran binding protein and others"
"TARBP2","ENSG00000139546","TARBP2, RISC loading complex RNA binding subunit [Source:HGNC Symbol;Acc:HGNC:11569]",1,"PF00035","dsrm","Double-stranded RNA binding motif"
"TARDBP","ENSG00000120948","TAR DNA binding protein [Source:HGNC Symbol;Acc:HGNC:11571]",1,"PF00076","RRM_1","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"TARS","ENSG00000113407","threonyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:11572]",0,"PF00587|PF03129|PF07973|PF02824","tRNA-synt_2b|HGTP_anticodon|tRNA_SAD|TGS","tRNA synthetase class II core domain (G, H, P, S and T)|Anticodon binding domain|Threonyl and Alanyl tRNA synthetase second additional domain|TGS domain"
"TARS2","ENSG00000143374","threonyl-tRNA synthetase 2, mitochondrial (putative) [Source:HGNC Symbol;Acc:HGNC:30740]",0,"PF03129|PF02824|PF00587|PF07973","HGTP_anticodon|TGS|tRNA-synt_2b|tRNA_SAD","Anticodon binding domain|TGS domain|tRNA synthetase class II core domain (G, H, P, S and T)|Threonyl and Alanyl tRNA synthetase second additional domain"
"TBL3","ENSG00000183751","transducin beta like 3 [Source:HGNC Symbol;Acc:HGNC:11587]",1,"PF00400|PF08625","WD40","WD domain, G-beta repeat"
"TBRG4","ENSG00000136270","transforming growth factor beta regulator 4 [Source:HGNC Symbol;Acc:HGNC:17443]",1,"PF08368|PF06743|PF08373",NA,NA
"TCERG1","ENSG00000113649","transcription elongation regulator 1 [Source:HGNC Symbol;Acc:HGNC:15630]",0,"PF00397|PF01846","WW|FF","WW domain|FF domain"
"TCOF1","ENSG00000070814","treacle ribosome biogenesis factor 1 [Source:HGNC Symbol;Acc:HGNC:11654]",0,"PF03546",NA,NA
"TDRD3","ENSG00000083544","tudor domain containing 3 [Source:HGNC Symbol;Acc:HGNC:20612]",1,"PF08585|PF00627|PF00567","RMI1_N|UBA|TUDOR","RecQ mediated genome instability protein|UBA/TS-N domain|Tudor domain"
"TEFM","ENSG00000172171","transcription elongation factor, mitochondrial [Source:HGNC Symbol;Acc:HGNC:26223]",0,"PF12836","HHH_3","Helix-hairpin-helix motif"
"TFAM","ENSG00000108064","transcription factor A, mitochondrial [Source:HGNC Symbol;Acc:HGNC:11741]",0,"PF09011|PF00505","HMG_box_2|HMG_box","HMG-box domain|HMG (high mobility group) box"
"TFB1M","ENSG00000029639","transcription factor B1, mitochondrial [Source:HGNC Symbol;Acc:HGNC:17037]",1,"PF00398","RrnaAD","Ribosomal RNA adenine dimethylase"
"TFB2M","ENSG00000162851","transcription factor B2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:18559]",1,"PF00398","RrnaAD","Ribosomal RNA adenine dimethylase"
"TFIP11","ENSG00000100109","tuftelin interacting protein 11 [Source:HGNC Symbol;Acc:HGNC:17165]",1,"PF07842|PF01585|PF12457",NA,NA
"THOC2","ENSG00000125676","THO complex 2 [Source:HGNC Symbol;Acc:HGNC:19073]",0,"PF11262|PF11732|PF16134",NA,NA
"THOC5","ENSG00000100296","THO complex 5 [Source:HGNC Symbol;Acc:HGNC:19074]",0,"PF09766",NA,NA
"THRAP3","ENSG00000054118","thyroid hormone receptor associated protein 3 [Source:HGNC Symbol;Acc:HGNC:22964]",0,"PF15440",NA,NA
